manufacture_year,mileage_km,engine_cc,fuel_type_enc,transmission_enc,usd_pkr,make_enc,model_enc
2022,41000,1598.0,0,1,203.74,15.582216036861638,15.358359962182487
2018,105000,1300.0,0,0,121.03,15.361645422648705,15.14411735858117
2019,82000,660.0,1,1,149.69,14.689538551572547,14.788997292072693
2017,140000,1200.0,1,1,105.49,15.582216036861638,15.796740208553862
2021,64000,2000.0,0,1,162.29,15.53212936554385,15.705720405742982
2017,90000,1800.0,0,1,105.49,15.361645422648705,15.516425399356564
2022,44309,2500.0,0,1,203.74,15.759401624594304,15.956837619893214
2017,55000,2700.0,0,1,105.49,15.582216036861638,17.034541540555878
2018,67000,1600.0,0,1,121.03,15.582216036861638,15.358359962182487
2019,69000,996.0,0,1,149.69,15.582216036861638,15.105351411289421
2016,64530,1000.0,0,0,104.65,14.689538551572547,14.788997292072693
2022,44090,3500.0,0,1,203.74,15.53212936554385,15.799661022635059
2017,42030,660.0,0,1,105.49,15.361645422648705,15.0879472478971
2015,87000,1000.0,0,0,104.24,14.689538551572547,14.733813331245617
2020,85000,1300.0,0,0,161.28,15.582216036861638,15.358359962182487
2021,33500,2700.0,0,1,162.29,15.582216036861638,16.39745756354409
2022,95924,2500.0,0,1,203.74,15.759401624594304,15.956837619893214
2017,146959,1500.0,0,1,105.49,15.361645422648705,15.354131830284432
2021,109865,1500.0,1,1,162.29,15.582216036861638,15.802081400478375
2015,67000,1500.0,1,1,104.24,15.582216036861638,15.334233160043022
2021,61897,1500.0,0,1,162.29,15.618423127273212,15.628031248395956
2021,9200,1800.0,0,1,162.29,15.582216036861638,15.358359962182487
2015,71000,1000.0,0,1,104.24,15.582216036861638,15.105351411289421
2016,87000,1800.0,0,1,104.65,15.361645422648705,15.516425399356564
2018,75000,1800.0,0,1,121.03,15.361645422648705,15.516425399356564
2021,104000,1500.0,0,1,162.29,15.582216036861638,15.30362924123614
2016,185000,660.0,0,1,104.65,15.062759400166838,14.994279635567906
2020,34000,1800.0,0,1,161.28,15.361645422648705,15.516425399356564
2021,62000,2000.0,0,1,162.29,15.759401624594304,15.778089894916285
2016,126466,800.0,0,0,104.65,14.689538551572547,14.281462747394901
2017,107000,1600.0,0,1,105.49,14.689538551572547,15.350865791738
2016,81000,1500.0,0,1,104.65,15.361645422648705,15.516425399356564
2020,35000,1000.0,0,1,161.28,15.582216036861638,15.59824380356483
2018,99000,1300.0,0,0,121.03,15.361645422648705,15.14411735858117
2021,42582,1000.0,0,1,162.29,14.689538551572547,14.788997292072693
2017,85000,1800.0,0,1,105.49,15.582216036861638,15.358359962182487
2022,59250,1800.0,0,1,203.74,15.582216036861638,15.358359962182487
2019,138000,1800.0,0,1,149.69,15.361645422648705,15.516425399356564
2021,15676,2000.0,0,1,162.29,15.53212936554385,15.705720405742982
2020,66000,2000.0,0,1,161.28,15.53212936554385,15.705720405742982
2021,39000,2700.0,0,1,162.29,15.582216036861638,16.39745756354409
2021,80000,1500.0,0,1,162.29,15.361645422648705,15.14411735858117
2020,786,1500.0,0,0,161.28,15.361645422648705,15.14411735858117
2016,100000,796.0,0,0,104.65,14.689538551572547,14.157175401535097
2022,23000,658.0,0,1,203.74,15.361645422648705,14.957468895774301
2021,112000,1000.0,0,0,162.29,14.689538551572547,14.733813331245617
2021,64000,2000.0,0,1,162.29,15.759401624594304,15.778089894916285
2018,69000,2800.0,2,1,121.03,15.582216036861638,16.213552174451078
2021,29000,1800.0,0,1,162.29,15.361645422648705,15.516425399356564
2018,80000,2700.0,0,1,121.03,15.582216036861638,16.39745756354409
2018,150000,1000.0,0,0,121.03,14.689538551572547,14.788997292072693
2021,65000,1500.0,0,1,162.29,15.618423127273212,15.628031248395956
2021,50000,660.0,0,1,162.29,15.249459269354036,15.087561993525611
2019,46078,796.0,0,0,149.69,14.689538551572547,14.157175401535097
2021,33112,1490.0,0,1,162.29,15.618423127273212,15.628031248395956
2017,46435,796.0,0,0,105.49,14.689538551572547,14.157175401535097
2021,59500,1000.0,0,1,162.29,15.582216036861638,15.59824380356483
2021,34000,1500.0,0,1,162.29,15.618423127273212,15.628031248395956
2019,76700,3500.0,0,1,149.69,15.53212936554385,15.812485736728194
2019,85000,2800.0,2,1,149.69,15.582216036861638,16.39745756354409
2018,185000,1500.0,1,1,121.03,15.582216036861638,15.334233160043022
